,수위
183951,1.03
183952,1.03
183953,1.03
183954,1.03
183955,1.03
183956,1.03
183957,1.03
183958,1.03
183959,1.03
183960,1.03
183961,1.03
183962,1.03
183963,1.03
183964,1.03
183965,1.03
183966,1.03
183967,1.03
183968,1.03
183969,1.03
183970,1.03
183971,1.03
183972,1.03
183973,1.03
183974,1.03
183975,1.03
183976,1.03
183977,1.03
183978,1.03
183979,1.03
183980,1.03
183981,1.03
183982,1.03
183983,1.03
183984,1.03
183985,1.03
183986,1.03
183987,1.03
183988,1.03
183989,1.03
183990,1.03
183991,1.03
183992,1.03
183993,1.03
183994,1.03
183995,1.03
183996,1.03
183997,1.03
183998,1.03
183999,1.03
184000,1.03
184001,1.03
184002,1.03
184003,1.03
184004,1.03
184005,1.03
184006,1.03
184007,1.03
184008,1.03
184009,1.03
184010,1.03
184011,1.03
184012,1.03
184013,1.03
184014,1.03
184015,1.03
184016,1.03
184017,1.03
184018,1.03
184019,1.03
184020,1.03
184021,1.03
184022,1.03
184023,1.03
184024,1.03
184025,1.03
184026,1.03
184027,1.03
184028,1.03
184029,1.03
184030,1.03
184031,1.03
184032,1.03
184033,1.03
184034,1.03
184035,1.03
184036,1.03
184037,1.03
184038,1.03
184039,1.03
184040,1.03
184041,1.03
184042,1.03
184043,1.03
184044,1.03
184045,1.03
184046,1.03
184047,1.03
184048,1.03
184049,1.03
184050,1.03
184051,1.03
184052,1.03
184053,1.03
184054,1.03
184055,1.03
184056,1.03
184057,1.03
184058,1.03
184059,1.03
184060,1.03
184061,1.03
184062,1.03
184063,1.03
184064,1.03
184065,1.03
184066,1.03
184067,1.03
184068,1.03
184069,1.03
184070,1.03
184071,1.03
184072,1.03
184073,1.03
184074,1.03
184075,1.03
184076,1.03
184077,1.03
184078,1.03
184079,1.03
184080,1.03
184081,1.03
184082,1.03
184083,1.03
184084,1.03
184085,1.03
184086,1.03
184087,1.03
184088,1.03
184089,1.03
184090,1.03
184091,1.04
184092,1.04
184093,1.03
184094,1.03
184095,1.02
184096,1.02
184097,1.02
184098,1.02
184099,1.01
184100,1.01
184101,1.01
184102,1.01
184103,1.0
184104,1.0
184105,0.99
184106,0.99
184107,0.99
184108,0.99
184109,0.99
184110,0.99
184111,0.99
184112,0.99
184113,0.99
184114,0.99
184115,0.99
184116,0.99
184117,0.99
184118,0.99
184119,0.99
184120,0.99
184121,0.99
184122,0.98
184123,0.98
184124,0.98
184125,0.97
184126,0.97
184127,0.97
184128,0.97
184129,0.96
184130,0.96
184131,0.96
184132,0.95
184133,0.95
184134,0.95
184135,0.95
184136,0.95
184137,0.96
184138,0.97
184139,0.98
184140,0.99
184141,0.99
184142,1.0
184143,1.01
184144,1.01
184145,1.02
184146,1.03
184147,1.04
184148,1.05
184149,1.05
184150,1.06
184151,1.07
184152,1.07
184153,1.08
184154,1.08
184155,1.08
184156,1.08
184157,1.08
184158,1.08
184159,1.08
184160,1.08
184161,1.08
184162,1.08
184163,1.08
184164,1.08
184165,1.08
184166,1.08
184167,1.07
184168,1.07
184169,1.07
184170,1.07
184171,1.07
184172,1.07
184173,1.06
184174,1.06
184175,1.06
184176,1.06
184177,1.06
184178,1.06
184179,1.06
184180,1.06
184181,1.06
184182,1.06
184183,1.06
184184,1.06
184185,1.05
184186,1.05
184187,1.05
184188,1.05
184189,1.05
184190,1.05
184191,1.05
184192,1.05
184193,1.05
184194,1.05
184195,1.05
184196,1.05
184197,1.05
184198,1.05
184199,1.05
184200,1.05
184201,1.05
184202,1.05
184203,1.05
184204,1.05
184205,1.05
184206,1.05
184207,1.05
184208,1.05
184209,1.05
184210,1.05
184211,1.05
184212,1.05
184213,1.05
184214,1.06
184215,1.05
184216,1.05
184217,1.05
184218,1.05
184219,1.05
184220,1.05
184221,1.05
184222,1.05
184223,1.05
184224,1.05
184225,1.05
184226,1.05
184227,1.05
184228,1.05
184229,1.05
184230,1.05
184231,1.05
184232,1.05
184233,1.05
184234,1.05
184235,1.05
184236,1.05
184237,1.05
184238,1.04
184239,1.04
184240,1.04
184241,1.03
184242,1.03
184243,1.03
184244,1.03
184245,1.01
184246,1.0
184247,1.0
184248,1.0
184249,1.01
184250,1.02
184251,1.02
184252,1.04
184253,1.05
184254,1.05
184255,1.06
184256,1.06
184257,1.07
184258,1.07
184259,1.08
184260,1.08
184261,1.08
184262,1.07
184263,1.07
184264,1.06
184265,1.06
184266,1.04
184267,1.04
184268,1.04
184269,1.04
184270,1.04
184271,1.04
184272,1.03
184273,1.03
184274,1.02
184275,1.02
184276,1.01
184277,1.01
184278,1.0
184279,1.01
184280,1.01
184281,1.02
184282,1.02
184283,1.03
184284,1.04
184285,1.04
184286,1.04
184287,1.05
184288,1.05
184289,1.06
184290,1.07
184291,1.07
184292,1.08
184293,1.08
184294,1.09
184295,1.09
184296,1.1
184297,1.1
184298,1.11
184299,1.11
184300,1.12
184301,1.12
184302,1.12
184303,1.13
184304,1.13
184305,1.13
184306,1.14
184307,1.14
184308,1.14
184309,1.15
184310,1.15
184311,1.15
184312,1.16
184313,1.16
184314,1.16
184315,1.16
184316,1.17
184317,1.17
184318,1.17
184319,1.17
184320,1.18
184321,1.18
184322,1.18
184323,1.18
184324,1.18
184325,1.19
184326,1.19
184327,1.19
184328,1.19
184329,1.19
184330,1.19
184331,1.19
184332,1.19
184333,1.19
184334,1.19
184335,1.19
184336,1.19
184337,1.19
184338,1.19
184339,1.19
184340,1.19
184341,1.19
184342,1.19
184343,1.19
184344,1.19
184345,1.19
184346,1.19
184347,1.19
184348,1.19
184349,1.19
184350,1.19
184351,1.19
184352,1.19
184353,1.19
184354,1.19
184355,1.19
184356,1.19
184357,1.19
184358,1.19
184359,1.19
184360,1.19
184361,1.19
184362,1.19
184363,1.19
184364,1.19
184365,1.19
184366,1.19
184367,1.19
184368,1.19
184369,1.19
184370,1.19
184371,1.19
184372,1.19
184373,1.19
184374,1.19
184375,1.19
184376,1.19
184377,1.19
184378,1.19
184379,1.19
184380,1.19
184381,1.18
184382,1.17
184383,1.16
184384,1.15
184385,1.14
184386,1.14
184387,1.13
184388,1.13
184389,1.12
184390,1.11
184391,1.1
184392,1.09
184393,1.09
184394,1.09
184395,1.09
184396,1.09
184397,1.1
184398,1.1
184399,1.1
184400,1.1
184401,1.1
184402,1.1
184403,1.1
184404,1.1
184405,1.1
184406,1.09
184407,1.08
184408,1.08
184409,1.07
184410,1.07
184411,1.06
184412,1.06
184413,1.06
184414,1.06
184415,1.05
184416,1.04
184417,1.03
184418,1.03
184419,1.02
184420,1.02
184421,1.02
184422,1.02
184423,1.01
184424,1.01
184425,1.02
184426,1.02
184427,1.03
184428,1.03
184429,1.03
184430,1.04
184431,1.04
184432,1.05
184433,1.05
184434,1.05
184435,1.06
184436,1.06
184437,1.07
184438,1.07
184439,1.08
184440,1.08
184441,1.08
184442,1.09
184443,1.09
184444,1.09
184445,1.1
184446,1.1
184447,1.1
184448,1.11
184449,1.11
184450,1.12
184451,1.12
184452,1.12
184453,1.12
184454,1.12
184455,1.12
184456,1.13
184457,1.13
184458,1.13
184459,1.13
184460,1.13
184461,1.13
184462,1.14
184463,1.14
184464,1.14
184465,1.14
184466,1.14
184467,1.14
184468,1.14
184469,1.14
184470,1.15
184471,1.15
184472,1.16
184473,1.16
184474,1.17
184475,1.17
184476,1.18
184477,1.18
184478,1.18
184479,1.19
184480,1.19
184481,1.19
184482,1.2
184483,1.2
184484,1.2
184485,1.21
184486,1.21
184487,1.21
184488,1.21
184489,1.21
184490,1.21
184491,1.21
184492,1.21
184493,1.21
184494,1.21
184495,1.2
184496,1.2
184497,1.2
184498,1.2
184499,1.2
184500,1.2
184501,1.2
184502,1.19
184503,1.19
184504,1.18
184505,1.18
184506,1.18
184507,1.18
184508,1.18
184509,1.18
184510,1.18
184511,1.17
184512,1.17
184513,1.17
184514,1.17
184515,1.17
184516,1.16
184517,1.16
184518,1.17
184519,1.17
184520,1.17
184521,1.17
184522,1.16
184523,1.16
184524,1.16
184525,1.14
184526,1.13
184527,1.11
184528,1.1
184529,1.1
184530,1.1
184531,1.1
184532,1.09
184533,1.09
184534,1.08
184535,1.07
184536,1.06
184537,1.06
184538,1.06
184539,1.08
184540,1.09
184541,1.1
184542,1.1
184543,1.1
184544,1.11
184545,1.11
184546,1.11
184547,1.12
184548,1.12
184549,1.12
184550,1.11
184551,1.1
184552,1.09
184553,1.09
184554,1.08
184555,1.07
184556,1.07
184557,1.07
184558,1.07
184559,1.06
184560,1.05
184561,1.05
184562,1.04
184563,1.03
184564,1.02
184565,1.02
184566,1.02
184567,1.02
184568,1.03
184569,1.04
184570,1.05
184571,1.05
184572,1.06
184573,1.07
184574,1.07
184575,1.08
184576,1.08
184577,1.09
184578,1.1
184579,1.11
184580,1.11
184581,1.12
184582,1.13
184583,1.13
184584,1.13
184585,1.13
184586,1.13
184587,1.13
184588,1.13
184589,1.13
184590,1.13
184591,1.13
184592,1.13
184593,1.13
184594,1.13
184595,1.13
184596,1.13
184597,1.13
184598,1.13
184599,1.13
184600,1.13
184601,1.13
184602,1.13
184603,1.13
184604,1.12
184605,1.11
184606,1.11
184607,1.11
184608,1.11
184609,1.11
184610,1.11
184611,1.11
184612,1.11
184613,1.11
184614,1.11
184615,1.11
184616,1.12
184617,1.13
184618,1.14
184619,1.14
184620,1.15
184621,1.15
184622,1.15
184623,1.15
184624,1.16
184625,1.16
184626,1.17
184627,1.18
184628,1.18
184629,1.18
184630,1.18
184631,1.18
184632,1.18
184633,1.18
184634,1.18
184635,1.19
184636,1.19
184637,1.19
184638,1.19
184639,1.19
184640,1.19
184641,1.19
184642,1.19
184643,1.19
184644,1.19
184645,1.19
184646,1.19
184647,1.19
184648,1.19
184649,1.19
184650,1.2
184651,1.2
184652,1.2
184653,1.2
184654,1.2
184655,1.2
184656,1.2
184657,1.2
184658,1.2
184659,1.2
184660,1.2
184661,1.2
184662,1.2
184663,1.2
184664,1.2
184665,1.2
184666,1.2
184667,1.2
184668,1.2
184669,1.18
184670,1.17
184671,1.15
184672,1.14
184673,1.13
184674,1.12
184675,1.12
184676,1.12
184677,1.11
184678,1.11
184679,1.1
184680,1.09
184681,1.09
184682,1.09
184683,1.1
184684,1.11
184685,1.12
184686,1.12
184687,1.13
184688,1.13
184689,1.13
184690,1.13
184691,1.14
184692,1.14
184693,1.14
184694,1.13
184695,1.13
184696,1.12
184697,1.11
184698,1.1
184699,1.1
184700,1.1
184701,1.1
184702,1.09
184703,1.08
184704,1.07
184705,1.07
184706,1.06
184707,1.06
184708,1.05
184709,1.04
184710,1.04
184711,1.04
184712,1.04
184713,1.04
184714,1.04
184715,1.04
184716,1.04
184717,1.04
184718,1.04
184719,1.04
184720,1.04
184721,1.04
184722,1.04
184723,1.04
184724,1.04
184725,1.04
184726,1.04
184727,1.04
184728,1.03
184729,1.03
184730,1.03
184731,1.03
184732,1.03
184733,1.03
184734,1.03
184735,1.04
184736,1.04
184737,1.05
184738,1.04
184739,1.04
184740,1.04
184741,1.04
184742,1.04
184743,1.04
184744,1.04
184745,1.04
184746,1.05
184747,1.05
184748,1.05
184749,1.04
184750,1.04
184751,1.04
184752,1.04
184753,1.04
184754,1.04
184755,1.04
184756,1.05
184757,1.05
184758,1.05
184759,1.05
184760,1.05
184761,1.05
184762,1.05
184763,1.05
184764,1.05
184765,1.05
184766,1.05
184767,1.06
184768,1.06
184769,1.06
184770,1.06
184771,1.06
184772,1.06
184773,1.06
184774,1.06
184775,1.06
184776,1.06
184777,1.06
184778,1.06
184779,1.06
184780,1.06
184781,1.06
184782,1.07
184783,1.07
184784,1.07
184785,1.07
184786,1.07
184787,1.07
184788,1.07
184789,1.07
184790,1.07
184791,1.07
184792,1.07
184793,1.07
184794,1.07
184795,1.07
184796,1.07
184797,1.07
184798,1.07
184799,1.07
184800,1.07
184801,1.07
184802,1.07
184803,1.07
184804,1.07
184805,1.07
184806,1.07
184807,1.07
184808,1.07
184809,1.07
184810,1.07
184811,1.06
184812,1.06
184813,1.06
184814,1.06
184815,1.06
184816,1.06
184817,1.06
184818,1.06
184819,1.05
184820,1.06
184821,1.06
184822,1.05
184823,1.05
184824,1.05
184825,1.05
184826,1.05
184827,1.05
184828,1.04
184829,1.05
184830,1.05
184831,1.04
184832,1.04
184833,1.05
184834,1.04
184835,1.04
184836,1.05
184837,1.05
184838,1.05
184839,1.04
184840,1.04
184841,1.04
184842,1.04
184843,1.04
184844,1.05
184845,1.05
184846,1.06
184847,1.05
184848,1.04
184849,1.04
184850,1.04
184851,1.04
184852,1.04
184853,1.04
184854,1.04
184855,1.05
184856,1.04
184857,1.04
184858,1.04
184859,1.04
184860,1.04
184861,1.04
184862,1.04
184863,1.04
184864,1.04
184865,1.04
184866,1.04
184867,1.04
184868,1.04
184869,1.04
184870,1.04
184871,1.04
184872,1.04
184873,1.04
184874,1.04
184875,1.04
184876,1.04
184877,1.04
184878,1.04
184879,1.04
184880,1.04
184881,1.04
184882,1.04
184883,1.04
184884,1.04
184885,1.04
184886,1.04
184887,1.04
184888,1.04
184889,1.04
184890,1.04
184891,1.04
184892,1.04
184893,1.04
184894,1.04
184895,1.04
184896,1.04
184897,1.04
184898,1.04
184899,1.04
184900,1.04
184901,1.04
184902,1.04
184903,1.04
184904,1.04
184905,1.04
184906,1.04
184907,1.04
184908,1.04
184909,1.04
184910,1.04
184911,1.04
184912,1.04
184913,1.04
184914,1.04
184915,1.04
184916,1.04
184917,1.04
184918,1.04
184919,1.04
184920,1.04
184921,1.04
184922,1.04
184923,1.04
184924,1.04
184925,1.04
184926,1.04
184927,1.04
184928,1.04
184929,1.03
184930,1.03
184931,1.03
184932,1.03
184933,1.03
184934,1.03
184935,1.03
184936,1.03
184937,1.04
184938,1.04
184939,1.04
184940,1.04
184941,1.04
184942,1.04
184943,1.04
184944,1.04
184945,1.04
184946,1.04
184947,1.04
184948,1.03
184949,1.03
184950,1.03
184951,1.03
184952,1.03
184953,1.03
184954,1.04
184955,1.04
184956,1.04
184957,1.04
184958,1.04
184959,1.04
184960,1.04
184961,1.04
184962,1.04
184963,1.04
184964,1.04
184965,1.04
184966,1.04
184967,1.04
184968,1.04
184969,1.04
184970,1.04
184971,1.04
184972,1.04
184973,1.04
184974,1.04
184975,1.04
184976,1.04
184977,1.04
184978,1.04
184979,1.04
184980,1.04
184981,1.04
184982,1.04
184983,1.04
184984,1.04
184985,1.04
184986,1.04
184987,1.04
184988,1.04
184989,1.04
184990,1.04
184991,1.04
184992,1.04
184993,1.04
184994,1.04
184995,1.05
184996,1.04
184997,1.02
184998,1.02
184999,1.03
185000,1.04
185001,1.05
185002,1.05
185003,1.05
185004,1.05
185005,1.04
185006,1.04
185007,1.04
185008,1.04
185009,1.04
185010,1.04
185011,1.04
185012,1.05
185013,1.05
185014,1.05
185015,1.05
185016,1.05
185017,1.04
185018,1.04
185019,1.04
185020,1.04
185021,1.04
185022,1.04
185023,1.04
185024,1.04
185025,1.04
185026,1.04
185027,1.04
185028,1.04
185029,1.04
185030,1.04
185031,1.04
185032,1.04
185033,1.04
185034,1.04
185035,1.04
185036,1.04
185037,1.04
185038,1.04
185039,1.04
185040,1.04
185041,1.04
185042,1.04
185043,1.04
185044,1.04
185045,1.04
185046,1.04
185047,1.04
185048,1.04
185049,1.04
185050,1.04
185051,1.04
185052,1.04
185053,1.04
185054,1.04
185055,1.04
185056,1.04
185057,1.04
185058,1.04
185059,1.04
185060,1.04
185061,1.04
185062,1.04
185063,1.04
185064,1.04
185065,1.04
185066,1.04
185067,1.04
185068,1.04
185069,1.04
185070,1.04
185071,1.04
185072,1.04
185073,1.04
185074,1.04
185075,1.04
185076,1.04
185077,1.04
185078,1.04
185079,1.04
185080,1.04
185081,1.04
185082,1.04
185083,1.04
185084,1.04
185085,1.04
185086,1.04
185087,1.04
185088,1.04
185089,1.04
185090,1.04
185091,1.04
185092,1.04
185093,1.04
185094,1.04
185095,1.04
185096,1.04
185097,1.04
185098,1.04
185099,1.04
185100,1.04
185101,1.04
185102,1.04
185103,1.04
185104,1.04
185105,1.04
185106,1.04
185107,1.04
185108,1.04
185109,1.04
185110,1.04
185111,1.04
185112,1.04
185113,1.04
185114,1.04
185115,1.04
185116,1.05
185117,1.05
185118,1.05
185119,1.05
185120,1.05
185121,1.05
185122,1.05
185123,1.05
185124,1.06
185125,1.07
185126,1.08
185127,1.08
185128,1.09
185129,1.1
185130,1.1
185131,1.11
185132,1.12
185133,1.12
185134,1.13
185135,1.13
185136,1.14
185137,1.15
185138,1.15
185139,1.15
185140,1.16
185141,1.17
185142,1.17
185143,1.18
185144,1.18
185145,1.19
185146,1.19
185147,1.17
185148,1.17
185149,1.17
185150,1.18
185151,1.18
185152,1.18
185153,1.18
185154,1.18
185155,1.17
185156,1.17
185157,1.17
185158,1.16
185159,1.16
185160,1.16
185161,1.16
185162,1.16
185163,1.16
185164,1.16
185165,1.16
185166,1.15
185167,1.14
185168,1.13
185169,1.12
185170,1.11
185171,1.11
185172,1.1
185173,1.09
185174,1.09
185175,1.08
185176,1.07
185177,1.08
185178,1.08
185179,1.08
185180,1.07
185181,1.07
185182,1.06
185183,1.06
185184,1.06
185185,1.06
185186,1.06
185187,1.06
185188,1.06
185189,1.06
185190,1.06
185191,1.06
185192,1.06
185193,1.06
185194,1.06
185195,1.06
185196,1.06
185197,1.06
185198,1.06
185199,1.06
185200,1.06
185201,1.06
185202,1.05
185203,1.05
185204,1.05
185205,1.05
185206,1.05
185207,1.05
185208,1.05
185209,1.05
185210,1.05
185211,1.05
185212,1.05
185213,1.05
185214,1.05
185215,1.05
185216,1.05
185217,1.05
185218,1.05
185219,1.05
185220,1.05
185221,1.05
185222,1.05
185223,1.05
185224,1.05
185225,1.05
185226,1.05
185227,1.05
185228,1.05
185229,1.05
185230,1.05
185231,1.04
185232,1.04
185233,1.04
185234,1.04
185235,1.04
185236,1.04
185237,1.04
185238,1.04
185239,1.04
185240,1.04
185241,1.04
185242,1.04
185243,1.04
185244,1.04
185245,1.04
185246,1.04
185247,1.04
185248,1.04
185249,1.04
185250,1.04
185251,1.04
185252,1.04
185253,1.04
185254,1.04
185255,1.04
185256,1.04
185257,1.04
185258,1.04
185259,1.04
185260,1.04
185261,1.04
185262,1.04
185263,1.04
185264,1.04
185265,1.03
185266,1.03
185267,1.04
185268,1.04
185269,1.04
185270,1.05
185271,1.06
185272,1.07
185273,1.08
185274,1.08
185275,1.09
185276,1.1
185277,1.1
185278,1.11
185279,1.12
185280,1.12
185281,1.13
185282,1.14
185283,1.14
185284,1.15
185285,1.15
185286,1.15
185287,1.16
185288,1.16
185289,1.16
185290,1.16
185291,1.16
185292,1.16
185293,1.16
185294,1.16
185295,1.16
185296,1.16
185297,1.16
185298,1.16
185299,1.16
185300,1.16
185301,1.16
185302,1.16
185303,1.16
185304,1.16
185305,1.16
185306,1.16
185307,1.15
185308,1.15
185309,1.15
185310,1.15
185311,1.15
185312,1.15
185313,1.14
185314,1.13
185315,1.12
185316,1.11
185317,1.11
185318,1.1
185319,1.09
185320,1.09
185321,1.09
185322,1.09
185323,1.09
185324,1.09
185325,1.09
185326,1.08
185327,1.07
185328,1.07
185329,1.07
185330,1.07
185331,1.07
185332,1.07
185333,1.07
185334,1.07
185335,1.07
185336,1.07
185337,1.07
185338,1.07
185339,1.07
185340,1.07
185341,1.07
185342,1.07
185343,1.07
185344,1.07
185345,1.07
185346,1.07
185347,1.07
185348,1.07
185349,1.07
185350,1.07
185351,1.07
185352,1.07
185353,1.07
185354,1.07
185355,1.07
185356,1.07
185357,1.07
185358,1.07
185359,1.07
185360,1.07
185361,1.07
185362,1.07
185363,1.07
185364,1.07
185365,1.07
185366,1.07
185367,1.07
185368,1.07
185369,1.07
185370,1.07
185371,1.07
185372,1.06
185373,1.06
185374,1.06
185375,1.06
185376,1.06
185377,1.06
185378,1.06
185379,1.06
185380,1.06
185381,1.06
185382,1.06
185383,1.06
185384,1.06
185385,1.06
185386,1.06
185387,1.06
185388,1.06
185389,1.06
185390,1.07
185391,1.08
185392,1.08
185393,1.09
185394,1.09
185395,1.1
185396,1.1
185397,1.1
185398,1.11
185399,1.11
185400,1.12
185401,1.13
185402,1.13
185403,1.14
185404,1.14
185405,1.14
185406,1.15
185407,1.15
185408,1.16
185409,1.16
185410,1.16
185411,1.17
185412,1.17
185413,1.18
185414,1.18
185415,1.18
185416,1.18
185417,1.18
185418,1.19
185419,1.19
185420,1.19
185421,1.2
185422,1.2
185423,1.2
185424,1.2
185425,1.2
185426,1.19
185427,1.19
185428,1.18
185429,1.18
185430,1.18
185431,1.18
185432,1.18
185433,1.18
185434,1.18
185435,1.17
185436,1.17
185437,1.17
185438,1.16
185439,1.16
185440,1.15
185441,1.14
185442,1.13
185443,1.12
185444,1.11
185445,1.11
185446,1.1
185447,1.09
185448,1.09
185449,1.08
185450,1.09
185451,1.09
185452,1.09
185453,1.08
185454,1.08
185455,1.08
185456,1.07
185457,1.07
185458,1.07
185459,1.07
185460,1.07
185461,1.07
185462,1.07
185463,1.07
185464,1.07
185465,1.07
185466,1.07
185467,1.07
185468,1.07
185469,1.07
185470,1.07
185471,1.07
185472,1.21
185473,1.21
185474,1.21
185475,1.21
185476,1.21
185477,1.21
185478,1.2
185479,1.2
185480,1.2
185481,1.19
185482,1.18
185483,1.18
185484,1.17
185485,1.17
185486,1.16
185487,1.16
185488,1.15
185489,1.15
185490,1.15
185491,1.15
185492,1.14
185493,1.14
185494,1.14
185495,1.13
185496,1.13
185497,1.13
185498,1.13
185499,1.13
185500,1.12
185501,1.12
185502,1.12
185503,1.11
185504,1.11
185505,1.11
185506,1.11
185507,1.1
185508,1.1
185509,1.1
185510,1.1
185511,1.1
185512,1.1
185513,1.09
185514,1.09
185515,1.09
185516,1.09
185517,1.09
185518,1.09
185519,1.09
185520,1.08
185521,1.08
185522,1.08
185523,1.08
185524,1.08
185525,1.08
185526,1.08
185527,1.08
185528,1.08
185529,1.08
185530,1.08
185531,1.08
185532,1.08
185533,1.08
185534,1.1
185535,1.1
185536,1.11
185537,1.12
185538,1.12
185539,1.13
185540,1.13
185541,1.14
185542,1.15
185543,1.15
185544,1.16
185545,1.17
185546,1.17
185547,1.18
185548,1.18
185549,1.19
185550,1.19
185551,1.18
185552,1.19
185553,1.19
185554,1.19
185555,1.2
185556,1.2
185557,1.2
185558,1.2
185559,1.19
185560,1.19
185561,1.19
185562,1.2
185563,1.2
185564,1.2
185565,1.21
185566,1.2
185567,1.2
185568,1.2
185569,1.2
185570,1.2
185571,1.2
185572,1.21
185573,1.21
185574,1.21
185575,1.21
185576,1.21
185577,1.21
185578,1.21
185579,1.21
185580,1.21
185581,1.21
185582,1.21
185583,1.21
185584,1.21
185585,1.21
185586,1.21
185587,1.21
185588,1.21
185589,1.21
185590,1.21
185591,1.21
185592,1.21
185593,1.2
185594,1.19
185595,1.18
185596,1.17
185597,1.16
185598,1.15
185599,1.15
185600,1.14
185601,1.14
185602,1.13
185603,1.13
185604,1.12
185605,1.11
185606,1.1
185607,1.1
185608,1.1
185609,1.1
185610,1.1
185611,1.1
185612,1.09
185613,1.09
185614,1.09
185615,1.09
185616,1.09
185617,1.09
185618,1.09
185619,1.09
185620,1.09
185621,1.08
185622,1.08
185623,1.08
185624,1.08
185625,1.08
185626,1.08
185627,1.08
185628,1.08
185629,1.08
185630,1.08
185631,1.08
185632,1.08
185633,1.08
185634,1.08
185635,1.08
185636,1.08
185637,1.08
185638,1.08
185639,1.08
185640,1.08
185641,1.08
185642,1.08
185643,1.08
185644,1.08
185645,1.08
185646,1.08
185647,1.08
185648,1.08
185649,1.08
185650,1.08
185651,1.08
185652,1.08
185653,1.08
185654,1.08
185655,1.08
185656,1.08
185657,1.08
185658,1.08
185659,1.08
185660,1.08
185661,1.08
185662,1.08
185663,1.08
185664,1.08
185665,1.09
185666,1.09
185667,1.09
185668,1.09
185669,1.09
185670,1.09
185671,1.09
185672,1.09
185673,1.09
185674,1.09
185675,1.09
185676,1.09
185677,1.09
185678,1.1
185679,1.1
185680,1.11
185681,1.12
185682,1.13
185683,1.13
185684,1.13
185685,1.14
185686,1.14
185687,1.15
185688,1.16
185689,1.17
185690,1.17
185691,1.18
185692,1.18
185693,1.18
185694,1.19
185695,1.19
185696,1.2
185697,1.2
185698,1.21
185699,1.21
185700,1.21
185701,1.22
185702,1.22
185703,1.22
185704,1.23
185705,1.23
185706,1.23
185707,1.23
185708,1.23
185709,1.23
185710,1.23
185711,1.22
185712,1.23
185713,1.23
185714,1.22
185715,1.22
185716,1.22
185717,1.23
185718,1.22
185719,1.22
185720,1.22
185721,1.23
185722,1.23
185723,1.23
185724,1.23
185725,1.24
185726,1.24
185727,1.24
185728,1.23
185729,1.24
185730,1.24
185731,1.24
185732,1.24
185733,1.23
185734,1.23
185735,1.23
185736,1.23
185737,1.23
185738,1.23
185739,1.23
185740,1.23
185741,1.23
185742,1.23
185743,1.23
185744,1.23
185745,1.23
185746,1.23
185747,1.23
185748,1.23
185749,1.23
185750,1.23
185751,1.23
185752,1.23
185753,1.23
185754,1.23
185755,1.23
185756,1.23
185757,1.23
185758,1.23
185759,1.24
185760,1.24
185761,1.24
185762,1.23
185763,1.22
185764,1.21
185765,1.2
185766,1.2
185767,1.2
185768,1.2
185769,1.2
185770,1.19
185771,1.18
185772,1.18
185773,1.17
185774,1.17
185775,1.16
185776,1.16
185777,1.16
185778,1.15
185779,1.15
185780,1.15
185781,1.14
185782,1.14
185783,1.13
185784,1.13
185785,1.13
185786,1.12
185787,1.12
185788,1.12
185789,1.12
185790,1.11
185791,1.11
185792,1.11
185793,1.1
185794,1.1
185795,1.1
185796,1.1
185797,1.1
185798,1.1
185799,1.09
185800,1.09
185801,1.09
185802,1.09
185803,1.09
185804,1.08
185805,1.08
185806,1.08
185807,1.08
185808,1.08
185809,1.07
185810,1.07
185811,1.07
185812,1.07
185813,1.07
185814,1.07
185815,1.07
185816,1.06
185817,1.06
185818,1.06
185819,1.06
185820,1.06
185821,1.06
185822,1.07
185823,1.08
185824,1.09
185825,1.09
185826,1.1
185827,1.1
185828,1.11
185829,1.11
185830,1.11
185831,1.12
185832,1.12
185833,1.13
185834,1.13
185835,1.14
185836,1.14
185837,1.15
185838,1.15
185839,1.15
185840,1.16
185841,1.16
185842,1.17
185843,1.17
185844,1.17
185845,1.18
185846,1.18
185847,1.18
185848,1.19
185849,1.19
185850,1.19
185851,1.19
185852,1.2
185853,1.2
185854,1.2
185855,1.2
185856,1.2
185857,1.21
185858,1.21
185859,1.21
185860,1.22
185861,1.22
185862,1.22
185863,1.22
185864,1.22
185865,1.22
185866,1.22
185867,1.22
185868,1.23
185869,1.23
185870,1.23
185871,1.23
185872,1.23
185873,1.23
185874,1.23
185875,1.23
185876,1.21
185877,1.2
185878,1.19
185879,1.19
185880,1.18
185881,1.18
185882,1.17
185883,1.17
185884,1.16
185885,1.15
185886,1.14
185887,1.14
185888,1.14
185889,1.14
185890,1.14
185891,1.14
185892,1.14
185893,1.13
185894,1.13
185895,1.12
185896,1.12
185897,1.12
185898,1.12
185899,1.12
185900,1.12
185901,1.12
185902,1.12
185903,1.11
185904,1.11
185905,1.11
185906,1.11
185907,1.11
185908,1.11
185909,1.11
185910,1.11
185911,1.1
185912,1.1
185913,1.1
185914,1.1
185915,1.09
185916,1.09
185917,1.09
185918,1.09
185919,1.09
185920,1.09
185921,1.08
185922,1.08
185923,1.08
185924,1.08
185925,1.08
185926,1.08
185927,1.07
185928,1.07
185929,1.07
185930,1.07
185931,1.07
185932,1.07
185933,1.07
185934,1.07
185935,1.06
185936,1.06
185937,1.06
185938,1.06
185939,1.06
185940,1.06
185941,1.06
185942,1.06
185943,1.06
185944,1.06
185945,1.06
185946,1.05
185947,1.05
185948,1.05
185949,1.05
